iso3,year,gdp_growth,private_credit,inflation,trade_openness,unemployment,credit_gap,LPI
ZWE,2014,2.37698561663417,19.2103454143462,-0.19778481012661,54.6717592473918,4.774,0.7438620611420507,8.32519747989215
ZWE,2015,1.77985356392176,18.3157437835024,-2.43096842383404,56.7496526604333,5.399,0.7557900828866346,9.47951065750494
ZWE,2016,0.75579405855224,17.0984957033978,-1.54366960054161,51.2190376594477,5.896,0.7720200572880294,10.447830257770221
ZWE,2017,4.73441117758482,5.81005418078355,0.893962316050027,55.028317831061,6.35,0.922532610922886,12.208082079360326
ZWE,2018,5.00992154297603,5.83026742967083,10.6188658669575,54.55031658746,6.788,0.9222631009377222,13.04832192916526
ZWE,2019,-6.33244976028571,3.42802176448637,255.304990757856,46.1065442675515,7.373,0.9542930431401817,14.40900260707256
ZWE,2020,-7.81695060188729,3.64213203545347,557.201817362051,40.1784062234355,8.617,0.9514382395272871,16.815543310006635
ZWE,2021,8.46801676808001,4.75952182207041,98.5461050920624,44.1145594899855,9.54,0.9365397090390613,18.474588824232644
ZWE,2022,6.13926327570213,5.82632307387219,104.705170628667,55.0673522476036,10.087,0.9223156923483709,19.390398388718015
ZWE,2023,5.3508687909833,6.47769726494533,,40.2912612046942,9.348,0.9136307031340622,17.888619812897215
ZWE,2024,1.74239524880791,,,41.4865312656314,9.435,,
